ID,code,parameter,analyzed_material_1,analyzed_material_2,sample_preparation,chemical_treatment,technique,laboratory,analyst,number_of_replicates,instrument,date,comment,detection_limit,detection_limit_unit,total_procedural_blank_value,total_procedural_unit
johnson2013a_mgo,johnson2013_A,MgO,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_mno,johnson2013_A,MnO,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_k2o,johnson2013_A,K2O,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_v,johnson2013_A,V,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_fe,johnson2013_A,Fe,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_cu,johnson2013_A,Cu,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_zn,johnson2013_A,Zn,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_rb,johnson2013_A,Rb,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_sr,johnson2013_A,Sr,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_y,johnson2013_A,Y,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_zr,johnson2013_A,Zr,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
johnson2013a_nb,johnson2013_A,Nb,Whole rock,Powder,Samples were crushed and resulting powders were pressed in 4g pellets.,"Pellets were prepared by combining approxi- mately 0.5 ml of a 3% solution of polyvinyl alcohol (PVA) binder with 4 g of powdered rock material in a methylacrylate vial and ball set and then agitated for 5 min in a Spex Certiprep 8000 Mixer/Mill. After agitation, the powder/PVA mixture was pressed into pellets using a Spex Certiprep 25-ton laboratory press. After pressing, the pellets were dried in a 110 oven for 3 h.",ED-XRF,Texas A&M University Elemental Analysis Laboratory (EAL),"Johnson, Phillip R.",,Thermo QuantX EC,2004-2011,"The spectrometer was equipped with a liquid nitrogen cooled Si(Li) detector. The spectrometer was calibrated for quantitative analysis using pure-element reference spectra and powdered geological standards from the United States Geological Survey (USGS) and the National Institute of Standards and Technology (NIST). A total of nine USGS standards (AGV-1, BCR-2, BHVO-1, BHV0-2, BIR-1a, DNC-1, GSP-2, QLO-1, W-2) and one NIST standard (SRM-688) were used in this calibration. During the analysis, the USGS standard BHVO-2 and the NIST standard SRM 688 were included with the basalt samples as a control and repeatedly measured.",,,,
mccoy2020a_mn,mccoy2020_A,Mn,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
mccoy2020a_fe,mccoy2020_A,Fe,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
mccoy2020a_zn,mccoy2020_A,Zn,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
mccoy2020a_rb,mccoy2020_A,Rb,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
mccoy2020a_sr,mccoy2020_A,Sr,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
mccoy2020a_y,mccoy2020_A,Y,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
mccoy2020a_zr,mccoy2020_A,Zr,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
mccoy2020a_nb,mccoy2020_A,Nb,Whole rock,Sample surface,,,ED-XRF,Bishop Museum; University of Auckland,"McCoy M., Cervera C., Mulrooney M., McAlister A.",,Bruker Tracer III SD,2015-2020,"The instrument employs an x-ray tube with a Rh target and a 10 mm2 silicon drift detector (SDD) with a typical resolution of 145 eV at 100,000 cps. Samples were analyzed in an air path through Bruker's ""green"" filter, which is composed of a 304.8 µm (12 mil) layer of Al, a 25.4 µm (1 mil) layer of Ti and a 152.4 µm (6 mil) layer of Cu. All samples were analyzed for 300 seconds, with an x-ray tube setting of 40 keV at 26 µA.",,,,
reepmeyer2011a_sio2,reepmeyer2011_A,SiO2,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_tio2,reepmeyer2011_A,TiO2,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_al2o3,reepmeyer2011_A,Al2O3,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_feo,reepmeyer2011_A,FeO,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_cao,reepmeyer2011_A,CaO,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_mgo,reepmeyer2011_A,MgO,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_mno,reepmeyer2011_A,MnO,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_k2o,reepmeyer2011_A,K2O,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011a_na2o,reepmeyer2011_A,Na2O,Whole rock,Sample surface,"cut with 200micro wire saw, polished with diamond paste",,SEM-EDS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,JEOL JSM6400 SEM equipped with an Oxford ISIS energy-dispersive X-ray analyser,,,,,,
reepmeyer2011b_p,reepmeyer2011_B,P,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_sc,reepmeyer2011_B,Sc,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_ti,reepmeyer2011_B,Ti,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_v,reepmeyer2011_B,V,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_cr,reepmeyer2011_B,Cr,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_mn,reepmeyer2011_B,Mn,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_co,reepmeyer2011_B,Co,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_cu,reepmeyer2011_B,Cu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_rb,reepmeyer2011_B,Rb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_sr,reepmeyer2011_B,Sr,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_y,reepmeyer2011_B,Y,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_zr,reepmeyer2011_B,Zr,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_nb,reepmeyer2011_B,Nb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_mo,reepmeyer2011_B,Mo,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_sn,reepmeyer2011_B,Sn,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_cs,reepmeyer2011_B,Cs,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_ba,reepmeyer2011_B,Ba,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_la,reepmeyer2011_B,La,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_ce,reepmeyer2011_B,Ce,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_nd,reepmeyer2011_B,Nd,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_sm,reepmeyer2011_B,Sm,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_eu,reepmeyer2011_B,Eu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_gd,reepmeyer2011_B,Gd,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_tb,reepmeyer2011_B,Tb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_dy,reepmeyer2011_B,Dy,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
reepmeyer2011b_er,reepmeyer2011_B,Er,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,LA-ICP-MS,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",,Agilent 7500S,,Method described in Reepmeyer et al. 2008,,,,
