Data source,,,,,,,,,,,,,,,
DATA SOURCE,,,,,,,CITATION 1 - DATA,,,CITATION 2 - ARTEFACT,,,CITATION 3 - SITE,,
Dataset ID,Title,Abstract,Authors(s),Institution of the author,Creator,Contact info,Source ID 1,Complete reference 1,DOI 1,Source ID 2,Complete reference 2,DOI 2,Source ID 3,Complete reference 3,DOI 3
reepmeyer2012,,,,,,,,,,,,,valentin2013,"Valentin, F. & Clark, G. Early Polynesian mortuary behaviour at the Talasiu site, Kingdom of Tonga. Journal of Pacific Archaeology 4, 1–14 (2013).",
reepmeyer2012,,,,,,,,,,,,,clark2014a,"Clark, G. & Reepmeyer, C. Stone architecture, monumentality and the rise of the early Tongan chiefdom. Antiquity 88, 1244–1260 (2014).",
weisler2015,Characterization of the quarry site MO-B6-161 on Moloka'i island (Hawai'i),The authors provide major element data to characterize the geochemical variability of the quarry site MO-B6-161 on Moloka'i island (Hawai'i),"Marshall I. Weisler (1), Walter P. Mendes (2), Quan Hua (3)","(1)School of Social Science, University of Queensland, St Lucia, Queensland 4072, Australia
(2) P. O. Box 144, Ho'olehua, Hawai'i 96729 USA
(3) Australian Nuclear Science and Technology Organisation (ANSTO), PMB 1, Menai, New South Wales 2234, Australia","Hermann, Aymeric",aymeric.hermann@cnrs.fr,weisler2015,"Weisler, M. I., Mendes, W. P. & Hua, Q. A Prehistoric Quarry/Habitation Site on Moloka'i and a Discussion of an Anomalous Early Date on the Polynesian Introduced Candlenut (kukui, Aleurites moluccana). Journal of Pacific Archaeology 6, 37–57 (2015).",,weisler2015,"Weisler, M. I., Mendes, W. P. & Hua, Q. A Prehistoric Quarry/Habitation Site on Moloka'i and a Discussion of an Anomalous Early Date on the Polynesian Introduced Candlenut (kukui, Aleurites moluccana). Journal of Pacific Archaeology 6, 37–57 (2015).",,weisler2015,"Weisler, M. I., Mendes, W. P. & Hua, Q. A Prehistoric Quarry/Habitation Site on Moloka'i and a Discussion of an Anomalous Early Date on the Polynesian Introduced Candlenut (kukui, Aleurites moluccana). Journal of Pacific Archaeology 6, 37–57 (2015).",
weisler2015,,,,,,,,,,,,,dixon1994,"Dixon, B., Major, M., Carpenter, A., Stine, C. & Longton, B. Lithic tool production and dryland planting adaptations to regional agricultural intensification: preliminary evidence from leeward Moloka'i, Hawai'i. Bishop Museum Occasional Papers 39, 1–19 (1994).",
weisler2013,Nānākuli Valley quarry site on O'ahu island (Hawai'i),"Comprehensive description of the geochemical composition of the Nānākuli quarry complex including major element concentrations, 43 trace element abundances, and high-precision Sr-Nd-Pb isotopic ratios on nine samples.","Marshall I. Weisler (1), Sara L. Collins (2), Yuexing Feng (3), Jian-xin Zhao (3), Ceri Shipton (1), Xun Wei (4)","(1) School of Social Science, Michie Building, University of Queensland, St Lucia, Qld 4072, Australia
(2) Pacific Consulting Services, Inc., Honolulu, Hawai'i
(3) Radiogenic Isotopes Facilities, Centre for Microscopy and Microanalysis, University of Queensland, St Lucia, Qld 4072, Australia
(4) State Key Laboratory of Isotope Geochemistry, Guangzhou Institute of Geochemistry, Chinese Academy of Sciences, Guangzhou, 510640, PR China","Hermann, Aymeric",aymeric.hermann@cnrs.fr,weisler2013,"Weisler, M. et al. A New Major Adze Quarry from Nānākuli, O'ahu: Implications for Interaction Studies in Hawai'i. Journal of Pacific Archaeology 4, 35–57 (2013).",,weisler2013,"Weisler, M. et al. A New Major Adze Quarry from Nānākuli, O'ahu: Implications for Interaction Studies in Hawai'i. Journal of Pacific Archaeology 4, 35–57 (2013).",,weisler2013,"Weisler, M. et al. A New Major Adze Quarry from Nānākuli, O'ahu: Implications for Interaction Studies in Hawai'i. Journal of Pacific Archaeology 4, 35–57 (2013).",
rolett1998,Hanamiai adze and flake assemblage (Southern Marquesas Islands),"WD-XRF and electron-microprobe (EMP) analysis of major elements of artefacts from Hanamiai dune site, Tahuata Island, identifies local and extra-island sources.","Rolett, B.V.",University of Hawai'i at Manoa (USA),"Hermann, Aymeric",aymeric.hermann@cnrs.fr,rolett1998,"Rolett, B. V. Hanamiai: Prehistoric Colonization and Cultural Change in the Marquesas Islands, East Polynesia. (Department of Anthropology and The Peabody Museum, Yale University, 1998).",,rolett1998,"Rolett, B. V. Hanamiai: Prehistoric Colonization and Cultural Change in the Marquesas Islands, East Polynesia. (Department of Anthropology and The Peabody Museum, Yale University, 1998).",,rolett1998,"Rolett, B. V. Hanamiai: Prehistoric Colonization and Cultural Change in the Marquesas Islands, East Polynesia. (Department of Anthropology and The Peabody Museum, Yale University, 1998).",
rolett1998,,,,,,,,,,,,,sinoto1965,"Sinoto, Y. H. & Kellum, M. Preliminary Report on Excavations in the Marquesas Islands, French Polynesia. Unpublished report. (1965).",
johnson2013,"Quarry of Lau'agae and artefacts of the Tula site (Tutuila, American Samoa)",Instrumental Neutron Activation Analysis (INAA) and Energy Dispersive X-ray Fluorescence (EDXRF) were used to characterize artefacts and quarries in Tutuila (American Samoa).,"Johnson, Phillip R.",Texas A&M University,"Hermann, Aymeric",aymeric.hermann@cnrs.fr,johnson2013,"Johnson, P. R. Elemental and Technological Analyses of Basalt Adze Manufacture on Tutuila, Amerika Samoa: Economic Intensification and Specialization During the Monument Building Period. (Texas A&M University, 2013).",,johnson2013,"Johnson, P. R. Elemental and Technological Analyses of Basalt Adze Manufacture on Tutuila, Amerika Samoa: Economic Intensification and Specialization During the Monument Building Period. (Texas A&M University, 2013).",,johnson2013,"Johnson, P. R. Elemental and Technological Analyses of Basalt Adze Manufacture on Tutuila, Amerika Samoa: Economic Intensification and Specialization During the Monument Building Period. (Texas A&M University, 2013).",
johnson2013,,,,,,,,,,,,,moore1996,"Moore, J. R. & Kennedy, J. Archaeological Resources on Lau’agae Ridge:A Phase II Cultural Resource Evaluation of Site AS-21-100 (the Lau’agae Ridge Quarry), for Phase III of the Onenoa Road Project Located in East Vaifanua County, Tutuila Island, American Samoa. (1996).",
johnson2013,,,,,,,,,,,,,clark1997,"Clark, J. T., Wright, E. & Herdrich, D. J. Interactions within and beyond the Samoan archipelago: evidence from basaltic rock geochemistry. in Prehistoric Long-Distance Interaction in Oceania: An Interdisciplinary Approach (ed. Weisler, M. I.) vol. 21 68–83 (New Zealand Archaeological Association, 1997).",
johnson2013,,,,,,,,,,,,,frost1978,"Frost, J. Archaeological investigations on Tutuila, American Samoa. (University of Oregon, 1978).",
johnson2013,,,,,,,,,,,,,clark1988,"Clark, J. T. The Eastern Tutuila Archaeological Project, 1988. Final Report. (1988).",
mccoy2020,EDXRF analysis of obsidian and volcanic glass artefact from the Polynesian Outlier island of Tikopia,"Characterization of obsidian and volcanic glass artefacts from Tikopia (Temotu, Solomon islands) using Energy Dispersive X-ray Fluorescence (EDXRF)","Mark D. McCoy (a);
Caroline Cervera (b);
Mara A. Mulrooney (c);
Andrew McAlister (d);
Patrick V. Kirch (e)","a.Department of Anthropology, Southern Methodist University, Dallas, Texas 75275, USA; b. College of Social Sciences and Humanities, Northeastern University, Boston, Massachusetts 02115, USA; c. Pacific Legacy, Inc., Kailua, Hawaii 96734, USA; d. Anthropology, School of Social Sciences, University of Auckland, Auckland 1142, New Zealand; e. Department of Anthropology, University of Hawaii at Mānoa, Honolulu, Hawaii 96822, USA","Hermann, Aymeric",aymeric.hermann@cnrs.fr,mccoy2020,"McCoy, M. D., Cervera, C., Mulrooney, M. A., McAlister, A. & Kirch, P. V. Obsidian and volcanic glass artifact evidence for long-distance voyaging to the Polynesian Outlier island of Tikopia. Quaternary Research 1–9 (2020).",10.1017/qua.2020.38,mccoy2020,"McCoy, M. D., Cervera, C., Mulrooney, M. A., McAlister, A. & Kirch, P. V. Obsidian and volcanic glass artifact evidence for long-distance voyaging to the Polynesian Outlier island of Tikopia. Quaternary Research 1–9 (2020).",10.1017/qua.2020.38,mccoy2020,"McCoy, M. D., Cervera, C., Mulrooney, M. A., McAlister, A. & Kirch, P. V. Obsidian and volcanic glass artifact evidence for long-distance voyaging to the Polynesian Outlier island of Tikopia. Quaternary Research 1–9 (2020).",10.1017/qua.2020.38
mccoy2020,,,,,,,,,,,,,kirch1982,"Kirch, P. V. & Yen, D. E. Tikopia. The Prehistory and Ecology of a Polynesian Outlier. (Bernice P. Bishop Museum, 1982).",
reepmeyer2011,SEM/EDXA and LA-ICPMS analysis of artefacts from the Jerimalai site in East Timor.,Characterization of obsidian artefacts from Jerimalai shelter in East Timor using SEM/EDXA and LA-ICPMS. These are presumably exogenous to the island but the detailed provenance remains unknown.,"Christian Reepmeyer (a), Sue O'Connor (a), Sally Brockwell (a)","(a) Australian National University, Canberra","Hermann, Aymeric",aymeric.hermann@cnrs.fr,reepmeyer2011,"Reepmeyer, C., O’connor, S. & Brockwell, S. Long-term obsidian use at the Jerimalai rock shelter in East Timor. Archaeology in Oceania 46, 85–90 (2011).",10.1002/j.1834-4453.2011.tb00102.x,reepmeyer2011,"Reepmeyer, C., O’connor, S. & Brockwell, S. Long-term obsidian use at the Jerimalai rock shelter in East Timor. Archaeology in Oceania 46, 85–90 (2011).",10.1002/j.1834-4453.2011.tb00102.x,reepmeyer2011,"Reepmeyer, C., O’connor, S. & Brockwell, S. Long-term obsidian use at the Jerimalai rock shelter in East Timor. Archaeology in Oceania 46, 85–90 (2011).",10.1002/j.1834-4453.2011.tb00102.x
reepmeyer2011,,,,,,,,,,,,,oconnor2007,"O’Connor, S. New evidence from East Timor contributes to our understanding of earliest modern human colonisation east of the Sunda Shelf. Antiquity 81, 523–535 (2007).",10.1017/S0003598X00095569
mccoy2011,Volcanic glass artifacts matched to Pu'u Wa'awa'a source based on chemistry and visual identification later verified by chemistry. See reference for details on methods and laboratories used.,Volcanic glass artefacts matched to Pu'u Wa'awa'a source based on pXRF analysis chemistry and visual identification later verified by chemistry. See reference for details on methods and laboratories used.,"Mark D. McCoy (a), Peter R. Mills (b), Steven Lundblad (b), Tim Rieth (c), Jennifer G. Kahn (d), Rowan Gard (d)","(a) University of Otago, Department of Anthropology, P.O. Box 56, Dunedin 9054, New Zealand 
(b) University of Hawaii, Hilo, HI, USA
(c) International Archaeological Research Institute, Inc., HI, USA
(d) Bernice P. Bishop Museum, HI, USA","Hermann, Aymeric",aymeric.hermann@cnrs.fr,mccoy2011,"McCoy, M. D. et al. A cost surface model of volcanic glass quarrying and exchange in Hawai'i. Journal of Archaeological Science 38, 2547–2560 (2011).",10.1016/j.jas.2011.04.017,mccoy2011,"McCoy, M. D. et al. A cost surface model of volcanic glass quarrying and exchange in Hawai'i. Journal of Archaeological Science 38, 2547–2560 (2011).",10.1016/j.jas.2011.04.017,mccoy2011,"McCoy, M. D. et al. A cost surface model of volcanic glass quarrying and exchange in Hawai'i. Journal of Archaeological Science 38, 2547–2560 (2011).",10.1016/j.jas.2011.04.017
mccoy2011,,,,,,,,,,,,,barrera1974,"Barrera, W. M. & Kelly, M. A. Archaeological and Historical Surveys af the Waimea to Kawaihae Road Corridor, Island of Hawaii. (1974).",
mccoy2011,,,,,,,,,,,,,clark1983,"Clark, J. T. & Kirch, P. V. Archaeological Investigations of the Mudlane- Waimea-Kawaihae Road Corridor, Island of Hawai. (1983).",
mccoy2011,,,,,,,,,,,,,kirch1979,"Kirch, P. V. Marine Exploitation in Prehistoric Hawai’i: Archaeological investigations at Kalahuipua’a, Hawai’i island. (Bishop Museum, 1979).",
mccoy2011,,,,,,,,,,,,,clark1981,"Clark, J. T. Archaeological Survey of Proposed Lalamilo Agricultural Park, S. Kohala, Hawaii. (1981).",
mccoy2011,,,,,,,,,,,,,toenjes1986,"Toenjes, J. H. Archaeological monitoring in the Kuakini Highway realignment, Kona, Hawaii. (1986).",
mccoy2011,,,,,,,,,,,,,schilt1984,"Schilt, A. R. Subsistence and conflict in Kona, Hawai’i: An archaeological study of the Kuakini Highway Realignment Corridor. (1984).",
mccoy2011,,,,,,,,,,,,,sinoto1970a,"Sinoto, Y. H. & Kelly, M. A. Archaeological and Historical Survey of Pakini-nui and Pakini-iki Coastal Sites, Waiahukini, Kailikii and Hawea, Ka’u, Hawaii. (1970).",
mccoy2011,,,,,,,,,,,,,emory1970,"Emory, Report 70-12, p. 12 Waiahukini Site Records B/W photos: HA(a) 9-9",
mccoy2011,,,,,,,,,,,,,rozier1971,"Rozier, S. N. Archaeological Excavations at Kamehameha III Road, North Kona, Island of Hawaii, Phase II. (1971).",
mccoy2011,,,,,,,,,,,,,barrera1971,"Barrera, W. M. Anaehoomalu: A Hawaiian oasis. (Department of Anthropology, BPBM, 1971).",
mccoy2011,,,,,,,,,,,,,rosendahl1969,"Rosendahl, P. H. An Archaeological Survey of Ouli Coastal Lands Between Hapuna Bay and Kaunaoa Bay, South Kohala, Hawaii. (1969).",
mccoy2011,,,,,,,,,,,,,cordy1985,"Cordy, R. H. Archaeological Data Recovery at C22-27 in KalamakapalaAhupuaa in the Kealakekua Bay Region (South Kona, Hawaii). (1985).",
mccoy2011,,,,,,,,,,,,,soehren1964,"Soehren, L. J. An Archaeological Survey of the Shores of Ouli and Kawaihae, South Kohala, Hawaii. (1964).",
mills2011,EDXRF analysis of 955 basalt flakes and cores recovered from Kahalu'u Habitation Cave in the Kona district (~AD 1600–1800).,Provenance analysis of basalt adzes and flakes from the Kahalu'u rockshelter exploring the non-centralised exchange networks in pre-Contact Hawai'i island.,"Peter R. Mills (1), Steven P. Lundblad (2), Ken Hon (2), Jadelyn J. Moniz Nakamura (3), Elizabeth L. Kahahane (1), Arian Drake-Raue (1), Tanya M. Souza (4), Richard Wei (1)","1. Department of Anthropology, University of Hawai'i, Hilo, Hawai'i
2. Department of Geology, University of Hawai'i, Hilo, Hawai'i
3. Hawai'i Volcanoes National Park, Hawai'i
4. Department of Anthropology, University of Hawai'i, Mānoa, Hawai'i","Hermann, Aymeric",aymeric.hermann@cnrs.fr,mills2011,"Mills, P. R. et al. Reappraising craft specialization and exchange in pre-contact Hawai`i through non-destructive sourcing of basalt adze debitage. Journal of Pacific Archaeology 2, 79–92 (2011).",,mills2011,"Mills, P. R. et al. Reappraising craft specialization and exchange in pre-contact Hawai`i through non-destructive sourcing of basalt adze debitage. Journal of Pacific Archaeology 2, 79–92 (2011).",,mills2011,"Mills, P. R. et al. Reappraising craft specialization and exchange in pre-contact Hawai`i through non-destructive sourcing of basalt adze debitage. Journal of Pacific Archaeology 2, 79–92 (2011).",
mills2011,,,,,,,,,,,,,hay1986,"Hay, D., Haun, A. E., Rosendahl, P. H. & Severance, C. J. Kahalu’u data recovery project: Excavations at site 50-10-37-7702, Kahalu’u habitation cave, land of Kahalu’u, North Kona, island of Hawai’i. Report submitted by P.H. Rosendhal, Inc. (1986).",
mills2011,,,,,,,,,,,,,lass1994,"Lass, B. Hawaiian Adze Production and Distribution. Implications for the Development of Chiefdoms. (UCLA Institute of Archaeology, 1994).",
mills2008,EDXRF characterization of the Mauna Kea quarry complex on Hawai'i island.,EDXRF analyses of 820 flakes and 47 geological samples from the Mauna Kea quarry complex collected from mutliple sites located between 3000 and 4000 meters asl and between the Pohakuloa gulch and the Waikahalulu gulch.,"Peter R. Mills (a), Steven P. Lundblad (b), Jacob G. Smith (b), Patrick C. McCoy (c), and Sean P. Naleimaile (d)","a. Department of Anthropology, University of Hawai'i at Hilo
a. Department of Geology, University of Hawai'i at Hilo
c. Pacific Consulting Services Inc., Honolulu
d. Department of Anthropology, University of Hawai'i at Manoa","Hermann, Aymeric",aymeric.hermann@cnrs.fr,mills2008,"Mills, P. R., Lundblad, S. P., Smith, J. G., McCoy, P. C. & Naleimaile, S. P. Science and Sensitivity: A Geochemical Characterization of the Mauna Kea Adze Quarry Complex, Hawai’I Island, Hawaii. American Antiquity 73, 743–758 (2008).",10.1017/S0002731600047387,mills2008,"Mills, P. R., Lundblad, S. P., Smith, J. G., McCoy, P. C. & Naleimaile, S. P. Science and Sensitivity: A Geochemical Characterization of the Mauna Kea Adze Quarry Complex, Hawai’I Island, Hawaii. American Antiquity 73, 743–758 (2008).",10.1017/S0002731600047387,mills2008,"Mills, P. R., Lundblad, S. P., Smith, J. G., McCoy, P. C. & Naleimaile, S. P. Science and Sensitivity: A Geochemical Characterization of the Mauna Kea Adze Quarry Complex, Hawai’I Island, Hawaii. American Antiquity 73, 743–758 (2008).",10.1017/S0002731600047387
mills2008,,,,,,,,,,,,,mccoy1977,"McCoy, P. C. The Mauna Kea Adze Quarry Project: A Summary of the 1975 Field Investigations. Journal of the Polynesian Society 86, 223–244 (1977).",
putzi2015,EDXRF analysis of 141 volcanic glass artefacts and 5 basalt artefcts from site 50–10–19–30173 at Ka'ūpūlehu (Hawai'i Island),"EDXRF analysis of 146 artefacts from site 50–10–19–30173 at Ka'ūpūlehu (Hawai'i Island), all of local origin, including 141 volcanic glass artefacts from local source of Pu'uwa'awa'a.","Jeffrey L. Putzi (a), Nathaniel J. DiVito (b), Carl E. Sholin (c), Peter R. Mills (d), Steven Lundblad (e), Bobby Camara (f), Thomas S. Dye (b)","a. Scientific Consulting Services Inc, Honolulu
b. T.S. Dye & Colleagues Archaeologists Inc, Honolulu
c. Department of Anthropology, Western Washington University, Bellingham WA98225, USA
d. Department of Anthropology, University of Hawai‘i at Hilo
e. Department of Geology, University of Hawai‘i at Hilo
f. P.O.Box 485, Volcano, Hawai'i","Hermann, Aymeric",aymeric.hermann@cnrs.fr,putzi2015,"Putzi, J. L. et al. Alternative models of volcanic glass quarrying and exchange in Hawai’i. Journal of Archaeological Science: Reports 2, 341–352 (2015).",10.1016/j.jasrep.2015.03.006,putzi2015,"Putzi, J. L. et al. Alternative models of volcanic glass quarrying and exchange in Hawai’i. Journal of Archaeological Science: Reports 2, 341–352 (2015).",10.1016/j.jasrep.2015.03.006,putzi2015,"Putzi, J. L. et al. Alternative models of volcanic glass quarrying and exchange in Hawai’i. Journal of Archaeological Science: Reports 2, 341–352 (2015).",10.1016/j.jasrep.2015.03.006
divito2020,"Geochemical analyses of 1258 volcanic glass artefacts from the coastal portion of Kualoa (O'ahu, Hawai'i) using EDXRF and microprobe.","EDXRF and Electron microprobe analyses of analyses of 1258 volcanic glass artefacts from the coastal portion of Kualoa (O'ahu, Hawai'i), provenanced to local and non-local sources.","Nathaniel J. DiVito (a), Thomas S. Dye (b), Kawena Elkington (c), JoLynn Gunness (d), Eric Hellebrand (e), Elaine Jourdane (d), Steven Lundblad (f), Nicole Mello (g), Peter R. Mills (g), John M. Sinton (e)","a. Honua Consulting, Honolulu
b. 60 North Beretania St., Honolulu
c. Kamakakūokalani Center for Hawaiian Studies, Hawai‘inuiākea, University of Hawaii at Mānoa
e. Department of Earth Sciences, University of Hawai‘i at Mānoa
f. Department of Geology, University of Hawai‘i at Hilo
g. Department of Anthropology, University of Hawai‘i at Hilo","Hermann, Aymeric",aymeric.hermann@cnrs.fr,divito2020,"DiVito, N. J. et al. Volcanic glass at Kualoa, O‘ahu, Hawaiian Islands: Paired technological and geochemical sourcing analyses of an expedient tool industry. Journal of Archaeological Science: Reports 30, 102117 (2020).",10.1016/j.jasrep.2019.102117,divito2020,"DiVito, N. J. et al. Volcanic glass at Kualoa, O‘ahu, Hawaiian Islands: Paired technological and geochemical sourcing analyses of an expedient tool industry. Journal of Archaeological Science: Reports 30, 102117 (2020).",10.1016/j.jasrep.2019.102117,divito2020,"DiVito, N. J. et al. Volcanic glass at Kualoa, O‘ahu, Hawaiian Islands: Paired technological and geochemical sourcing analyses of an expedient tool industry. Journal of Archaeological Science: Reports 30, 102117 (2020).",10.1016/j.jasrep.2019.102117
divito2020,,,,,,,,,,,,,gunness1993,"Gunness, J. L., 1993. The Kualoa archaeological research project, 1975–1985: A brief overview. Hawaiian Archaeology 2, 50–71.",
divito2020,,,,,,,,,,,,,gunness1987,"Gunness, J. Archaeological investigations at Kualoa Regional Park, 1975–1985: An overview. (University of Hawai‘i at Manoa, 1987).",
ambrose2009,"SEM/EDXA and LA-ICPMS analysis of artefacts from East Timor and volcanic glass sources in Timor, Indonesia and the Bismarck Archipelago","Characterization of obsidian artefacts from East Timor and multiple sources in Timor, Indonesia and the Bismarck Archipelago using SEM/EDXA and LA-ICPMS.","Wal Ambrose (a), Charlotte Allen (b), Sue O’Connor (a), Matthew Spriggs (c), Nuno Vasco Oliveira (a), Christian Reepmeyer (c).","(a) Department Archaeology and Natural History, RSPAS, ANU, Canberra
(b) Research School of Earth Sciences ANU, Canberra
(c) School of Archaeology and Anthropology, College of Arts and Social Sciences, ANU, Canberra","Hermann, Aymeric",aymeric.hermann@cnrs.fr,ambrose2009,"Ambrose, W. et al. Possible obsidian sources for artifacts from Timor: narrowing the options using chemical data. Journal of Archaeological Science 36, 607–615 (2009).",10.1016/j.jas.2008.09.022,ambrose2009,"Ambrose, W. et al. Possible obsidian sources for artifacts from Timor: narrowing the options using chemical data. Journal of Archaeological Science 36, 607–615 (2009).",10.1016/j.jas.2008.09.022,ambrose2009,"Ambrose, W. et al. Possible obsidian sources for artifacts from Timor: narrowing the options using chemical data. Journal of Archaeological Science 36, 607–615 (2009).",10.1016/j.jas.2008.09.022
ambrose2009,,,,,,,,,,glover1986,"Glover, I. C. Archaeology in Eastern Timor, 1966-67. (Dept. of Prehistory, Research School of Pacific Studies, Australian National University, 1986).",,oliveira2008,"Oliveira, N. V. Subsistence archaeobotany: food production and the agricultural transition in East Timor. (Australian National University, 2008).",
ambrose2009,,,,,,,,,,shipton2019,"Shipton, C., O’Connor, S., Reepmeyer, C., Kealy, S. & Jankowski, N. Shell Adzes, Exotic Obsidian, and Inter-Island Voyaging in the Early and Middle Holocene of Wallacea. The Journal of Island and Coastal Archaeology 0, 1–22 (2019).",10.1080/15564894.2019.1581306,,,
mcalister2019,"EDXRF analysis of obsidian sources in the North Island of New Zealand (Northland Coromandel, Taupo)",Non-destructive pXRF compositional data for 1591 samples from various New Zealand obsidian sources,"McAlister, Andrew","Anthropology, School of Social Sciences, University of Auckland","McAlister, Andrew
Hermann, Aymeric","andrew.mcalister@auckland.ac.nz
aymeric.hermann@cnrs.fr",mcalister2019,"Mcalister, A. On provenance studies of New Zealand obsidians: A pXRF-based geochemical reference dataset and a review of analytical methods. Archaeology in Oceania 54, 131–148 (2019).",10.1002/arco.5192,jones2002,"Jones, M. A Brief Prehistory of Time. (Auckland University, 2002).",,jones2002,"Jones, M. A Brief Prehistory of Time. (Auckland University, 2002).",
mcalister2019,,,,,,,,,,cruickshank2011,"Cruickshank, A. A Qualitative and Quantitative Analysis of the Obsidian Sources on Aotea (Great Barrier Island), and their Archaeological Significance. (2011).",,cruickshank2011,"Cruickshank, A. A Qualitative and Quantitative Analysis of the Obsidian Sources on Aotea (Great Barrier Island), and their Archaeological Significance. (2011).",
mcalister2019,,,,,,,,,,robinson2016,"Robinson, J. J. Tawhiti Rahi: Nga Poito o te Kupenga o Toi te Huatahi—A Float of the Fishing Net of Toi te Huatahi. A Multi-Disciplinary Study of Māori Settlement of Tawhiti Rahi, an Offshore Island in Northern New Zealand. (University of Otago, 2016).",,robinson2016,"Robinson, J. J. Tawhiti Rahi: Nga Poito o te Kupenga o Toi te Huatahi—A Float of the Fishing Net of Toi te Huatahi. A Multi-Disciplinary Study of Ma ̄ori Settlement of Tawhiti Rahi, an Offshore Island in Northern New Zealand. (University of Otago, 2016).",
mcalister2019,,,,,,,,,,seelenfreund-hirsch1985,"Seelenfreund-Hirsch, A. C. The exploitation of Mayor Island obsidian in prehistoric New Zealand. (University of Otago, 1985).",,seelenfreund-hirsch1985,"Seelenfreund-Hirsch, A. C. The exploitation of Mayor Island obsidian in prehistoric New Zealand. (University of Otago, 1985).",
mcalister2019,,,,,,,,,,ward1973,"Ward, G. K. Obsidian and New Zealand archaeology : a paradigm for sourcing artefact assemblages using X-ray fluorescence spectrography. (University of Otago, 1973).",,ward1973,"Ward, G. K. Obsidian and New Zealand archaeology : a paradigm for sourcing artefact assemblages using X-ray fluorescence spectrography. (University of Otago, 1973).",
leach1985,"PIXE-PIGME analysis of 6 obsidian artefacts from Te Ana Tavatava cave site on Lakao (Taumako group, Solomon Islands)","Among the 6 artefacts collected in post-Lapita occupation layers of Te Ana Tavatava cave site, the author proposes a Vanuatu source for four artefacts and unidentified sources for the remaining two.","Leach, Foss","Anthropology Department, University of Otago","Hermann, Aymeric",aymeric.hermann@cnrs.fr,leach1985,"Leach, F. The source of prehistoric obsidian artefacts from the Polynesian outlier of Taumako in the Solomon Islands. New Zealand Journal of Archaeology 7, 117–123 (1985).",,leach1985,"Leach, F. The source of prehistoric obsidian artefacts from the Polynesian outlier of Taumako in the Solomon Islands. New Zealand Journal of Archaeology 7, 117–123 (1985).",,leach1985,"Leach, F. The source of prehistoric obsidian artefacts from the Polynesian outlier of Taumako in the Solomon Islands. New Zealand Journal of Archaeology 7, 117–123 (1985).",
leach1985,,,,,,,,,,leach2008,"Leach, F. & Davidson, J. M. The Archaeology of Taumako: a Polynesian Outlier in the Eastern Solomon Islands. (New Zealand Journal of Archaeology Special Publication, 2008).",,leach2008,"Leach, F. & Davidson, J. M. The Archaeology of Taumako: a Polynesian Outlier in the Eastern Solomon Islands. (New Zealand Journal of Archaeology Special Publication, 2008).",
tykot1996,Electron microprobe analysis of 30 obsidian artefacts from the Bukit Tengkorak rockshelter,Long-distance exchange documented between Bukit Tengkorak (Borneo Island) and Talaud group (Sulawesi) and Talasea (New Britain).,"1. Robert H. Tykot
2. Chia, Stephen","1. Dept of Anthropology, University of South Florida, Tampa, USA
2. Centre for Global Archaeological Research, Universiti Sains, Malaysia","Hermann, Aymeric",aymeric.hermann@cnrs.fr,tykot1996,"Tykot, R. H. & Chia, S. Long-Distance Obsidian Trade in Indonesia. Materials Research Society Symposium Proceedings 462, 175–180 (1996).",10.1557/PROC-462-175,tykot1996,"Tykot, R. H. & Chia, S. Long-Distance Obsidian Trade in Indonesia. Materials Research Society Symposium Proceedings 462, 175–180 (1996).",10.1557/PROC-462-175,bellwood1989,"Bellwood, P. Archaeological Investigations at Bukit Tengkorak and Segarong, Southeastern Sabah. Bulletin of the Indo-Pacific Prehistory Association 9, 122–162 (1989).",
tykot1996,,,,,,,,,,chia1998,"Chia, S. The obsidian industry at Bukit Tengkorak, Sabah, Malaysia. Paper presented at the 16th Congress of the Indo-Pacific Prehistory Association (1998).",,bellwood1989a,"Bellwood, P. & Koon, P. ‘Lapita colonists leave boats unburned!’ The question of Lapita links with Island Southeast Asia. Antiquity 63, 613–622 (1989).",10.1017/S0003598X00076572
pengilley2019,EDXRF analysis of axes and adzes as well as outcrops of volcanic rocks in New Britain,Portable XRF study of 97 ground stone artefacts from archaeological contexts in New Britain and ethnographic collections at the Australian Museum.,"Pengilley, A. (a), 
Brand, C. (b), 
Flexner, J. (a), 
Specht, J. (c), 
Torrence, R. (c)","a. Archaeology Department, University of Sydney
b. Portable XRF Australia, Portable Spectral Services
c. Australian Museum and University of Sydney","Hermann, Aymeric",aymeric.hermann@cnrs.fr,pengilley2019,"Pengilley, A., Brand, C., Flexner, J., Specht, J. & Torrence, R. Detecting exchange networks in New Britain, Papua New Guinea: geochemical comparisons between axe-adze blades and in situ volcanic rock sources. Archaeology in Oceania 54, 200–213 (2019).",10.1002/arco.5188,pengilley2019,"Pengilley, A., Brand, C., Flexner, J., Specht, J. & Torrence, R. Detecting exchange networks in New Britain, Papua New Guinea: geochemical comparisons between axe-adze blades and in situ volcanic rock sources. Archaeology in Oceania 54, 200–213 (2019).",10.1002/arco.5188,pengilley2019,"Pengilley, A., Brand, C., Flexner, J., Specht, J. & Torrence, R. Detecting exchange networks in New Britain, Papua New Guinea: geochemical comparisons between axe-adze blades and in situ volcanic rock sources. Archaeology in Oceania 54, 200–213 (2019).",10.1002/arco.5188
